set_id,seed,judge_verdict,audit
p009+dualuse_gal_gadot_blue_dress_redcarpet,48,pass,agree
p009+p014,46,pass,agree
p009+p014,47,pass,agree
p009+p014,48,pass,agree
p011+dualuse_man_black_suit_studio_nonceleb,46,pass,agree
p011+dualuse_man_black_suit_studio_nonceleb,47,pass,agree
p011+dualuse_man_black_suit_studio_nonceleb,48,pass,agree
p011+p012,46,pass,agree
p011+p012,48,pass,agree
p011+p012,47,pass,agree
p012+p013,46,pass,agree
p012+p013,47,pass,agree
p012+p013,48,pass,agree
p016+p029,46,pass,agree
p016+p029,47,pass,agree
p016+p029,48,pass,agree
p021+dualuse_man_black_suit_studio_nonceleb,46,pass,agree
p021+dualuse_man_black_suit_studio_nonceleb,47,pass,agree
p021+dualuse_man_black_suit_studio_nonceleb,48,pass,agree
p024+p025,46,pass,agree
p024+p025,47,pass,agree
p024+p025,48,pass,agree
p024+dualuse_woman_top_denim_skirt_nonceleb,46,pass,agree
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_woman_top_denim_skirt_nonceleb,47,pass,fails
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_woman_top_denim_skirt_nonceleb,48,pass,agree
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_woman_top_denim_skirt_nonceleb,46,pass,agree
dualuse_gal_gadot_blue_dress_redcarpet+g005,47,pass,agree
dualuse_gal_gadot_blue_dress_redcarpet+g005,48,pass,agree
dualuse_gal_gadot_blue_dress_redcarpet+g005,46,pass,agree
dualuse_zendaya_white_blazer_skirt+dualuse_navy_peacoat_onmodel,47,pass,agree
dualuse_zendaya_white_blazer_skirt+dualuse_navy_peacoat_onmodel,48,pass,agree
dualuse_zendaya_white_blazer_skirt+dualuse_navy_peacoat_onmodel,46,pass,agree
g015+p008,47,pass,agree
g015+p008,48,pass,agree
g015+p008,46,pass,agree
p001+p002,47,pass,borderline
p001+p002,46,pass,agree
p001+p002,48,pass,agree
p005+p018,47,pass,agree
p005+p018,48,pass,agree
p005+p018,46,pass,agree
p013+p018,47,pass,agree
p013+p018,46,pass,agree
p013+p018,48,pass,agree
p014+dualuse_woman_top_denim_skirt_nonceleb,47,pass,agree
p014+dualuse_woman_top_denim_skirt_nonceleb,46,pass,agree
p014+dualuse_woman_top_denim_skirt_nonceleb,48,pass,agree
p016+dualuse_lp_beige_long_coat_menswear,47,pass,agree
p016+dualuse_lp_beige_long_coat_menswear,46,pass,agree
p016+dualuse_lp_beige_long_coat_menswear,48,pass,agree
p021+p022,47,pass,agree
p021+p022,48,pass,agree
p021+p022,46,pass,agree
p022+p023,47,pass,borderline
p022+p023,46,pass,agree
p022+p023,48,pass,agree
p003+p026,47,pass,borderline
p003+p026,48,pass,fails
p005+p010,47,pass,agree
p005+p010,48,pass,agree
p025+dualuse_zendaya_white_blazer_skirt,47,pass,agree
dualuse_zendaya_white_blazer_skirt+dualuse_lp_beige_long_coat_menswear,48,pass,agree
dualuse_zendaya_white_blazer_skirt+dualuse_lp_beige_long_coat_menswear,47,pass,agree
dualuse_zendaya_white_blazer_skirt+dualuse_lp_beige_long_coat_menswear,46,pass,agree
p016+p021,48,pass,agree
p016+p021,46,pass,agree
p016+p021,47,pass,agree
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,48,pass,agree
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,46,pass,agree
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,47,pass,agree
p021+g004,48,pass,agree
p021+g004,46,pass,agree
p021+g004,47,pass,agree
p021+p026,48,pass,agree
p021+p026,46,pass,agree
p021+p026,47,pass,agree
p023+p024,48,pass,agree
p023+p024,46,pass,agree
p025+p026,48,pass,agree
p025+p026,46,pass,agree
p027+g014,48,pass,agree
p027+g014,46,pass,agree
p027+g014,47,pass,agree
p022+g005,48,pass,agree
p022+g005,47,pass,agree
p008+p021,48,pass,agree
p022+dualuse_queen_latifah_gown_stage,48,pass,agree
dualuse_lp_navy_quarterzip_knit_LOWRES+dualuse_lp_plaid_overcoat_brown_suit,46,pass,agree
dualuse_lp_navy_quarterzip_knit_LOWRES+dualuse_lp_plaid_overcoat_brown_suit,47,pass,agree
dualuse_lp_navy_quarterzip_knit_LOWRES+dualuse_lp_plaid_overcoat_brown_suit,48,pass,agree
dualuse_navy_peacoat_onmodel+g030,46,pass,agree
dualuse_navy_peacoat_onmodel+g030,48,pass,agree
dualuse_navy_peacoat_onmodel+g030,47,pass,borderline
g027+p003,46,pass,agree
g027+p003,48,pass,fails
g027+p003,47,pass,agree
g030+p013,46,pass,agree
g030+p013,48,pass,agree
g030+p013,47,pass,agree
p002+p007,46,pass,agree
p002+p007,47,pass,agree
p002+p007,48,pass,agree
p003+p004,46,pass,agree
p003+p008,46,pass,agree
p003+p008,47,pass,agree
p003+p008,48,pass,agree
p004+p017,46,pass,agree
p004+p017,47,pass,agree
p004+p017,48,pass,agree
p007+p012,46,pass,agree
p007+p012,48,pass,agree
p007+p012,47,pass,agree
p011+p016,46,pass,agree
p011+p016,47,pass,agree
p013+dualuse_scarlett_johansson_black_dress_backview_night,46,pass,fails
p013+dualuse_scarlett_johansson_black_dress_backview_night,48,pass,fails
p015+p020,46,pass,agree
p015+p020,48,pass,agree
p015+p020,47,pass,agree
p013+p026,46,pass,agree
p013+p026,47,pass,agree
p013+p026,48,pass,agree
p015+p028,46,pass,agree
p018+dualuse_emma_watson_black_blazer_armscrossed,46,pass,agree
p018+dualuse_emma_watson_black_blazer_armscrossed,47,pass,agree
p018+dualuse_emma_watson_black_blazer_armscrossed,48,pass,agree
p020+dualuse_hugh_jackman_grey_suit_outdoor,46,pass,agree
p020+dualuse_hugh_jackman_grey_suit_outdoor,47,pass,agree
p020+dualuse_hugh_jackman_grey_suit_outdoor,48,pass,agree
p020+dualuse_navy_peacoat_onmodel,46,pass,agree
p020+dualuse_navy_peacoat_onmodel,48,pass,agree
p022+p027,46,pass,agree
p022+p027,47,pass,agree
p022+p027,48,pass,agree
p025+p030,46,pass,agree
p026+p027,46,pass,agree
p026+p027,48,pass,agree
p026+p027,47,pass,agree
p028+g015,46,pass,agree
p029+dualuse_man_black_suit_studio_nonceleb,46,pass,agree
p029+dualuse_man_black_suit_studio_nonceleb,48,pass,agree
p029+dualuse_man_black_suit_studio_nonceleb,47,pass,agree
p030+dualuse_navy_peacoat_onmodel,46,pass,agree
p030+dualuse_navy_peacoat_onmodel,47,pass,agree
p030+g024,46,pass,agree
p030+dualuse_queen_latifah_gown_stage,46,pass,agree
p030+dualuse_queen_latifah_gown_stage,47,pass,agree
p030+dualuse_queen_latifah_gown_stage,48,pass,agree
dualuse_man_black_suit_studio_nonceleb+dualuse_lp_beige_long_coat_menswear,47,pass,agree
dualuse_man_black_suit_studio_nonceleb+dualuse_lp_beige_long_coat_menswear,48,pass,agree
dualuse_man_black_suit_studio_nonceleb+dualuse_lp_beige_long_coat_menswear,46,pass,agree
dualuse_navy_peacoat_onmodel+g004,47,pass,agree
dualuse_navy_peacoat_onmodel+g004,46,pass,agree
dualuse_navy_peacoat_onmodel+g004,48,pass,agree
dualuse_navy_peacoat_onmodel+g012,47,pass,agree
dualuse_navy_peacoat_onmodel+g012,46,pass,agree
dualuse_navy_peacoat_onmodel+g012,48,pass,agree
g029+p004,47,pass,agree
g029+p004,46,pass,agree
p007+p008,47,pass,agree
p007+p008,48,pass,agree
p007+p008,46,pass,agree
p007+p030,47,pass,agree
p007+p030,46,pass,agree
p007+p030,48,pass,agree
p014+p015,47,pass,agree
p014+p015,46,pass,agree
p014+p015,48,pass,agree
p020+p021,47,pass,agree
p020+p021,48,pass,agree
p020+p021,46,pass,agree
p023+dualuse_scarlett_johansson_black_dress_backview_night,47,pass,agree
p023+dualuse_scarlett_johansson_black_dress_backview_night,48,pass,agree
p023+dualuse_scarlett_johansson_black_dress_backview_night,46,pass,agree
p026+dualuse_emma_watson_black_blazer_armscrossed,47,pass,agree
p026+dualuse_emma_watson_black_blazer_armscrossed,46,pass,agree
p026+dualuse_emma_watson_black_blazer_armscrossed,48,pass,agree
p029+dualuse_lp_plaid_overcoat_brown_suit,47,pass,agree
p029+dualuse_lp_plaid_overcoat_brown_suit,48,pass,agree
p029+dualuse_lp_plaid_overcoat_brown_suit,46,pass,agree
p030+dualuse_emma_watson_black_blazer_armscrossed,47,pass,agree
p030+dualuse_emma_watson_black_blazer_armscrossed,48,pass,agree
p030+dualuse_emma_watson_black_blazer_armscrossed,46,pass,agree
dualuse_gal_gadot_blue_dress_redcarpet+g029,47,pass,agree
dualuse_gal_gadot_blue_dress_redcarpet+g029,48,pass,agree
g012+p005,47,pass,agree
dualuse_scarlett_johansson_black_dress_backview_night+dualuse_woman_top_denim_skirt_nonceleb,48,pass,fails
dualuse_scarlett_johansson_black_dress_backview_night+dualuse_woman_top_denim_skirt_nonceleb,46,pass,agree
g004+g013,48,pass,agree
g004+g013,46,pass,agree
g004+g013,47,pass,agree
p010+dualuse_hugh_jackman_grey_suit_outdoor,48,pass,agree
p010+dualuse_hugh_jackman_grey_suit_outdoor,46,pass,agree
p010+dualuse_hugh_jackman_grey_suit_outdoor,47,pass,agree
p023+p028,48,pass,agree
p023+p028,46,pass,agree
p023+p028,47,pass,agree
p017+dualuse_lp_floral_kimono_set,48,pass,agree
p017+dualuse_lp_floral_kimono_set,47,pass,agree
p007+p020,48,pass,agree
p011+p024,48,pass,agree
p015+p016,48,pass,agree
dualuse_emma_watson_black_blazer_armscrossed+dualuse_gal_gadot_blue_dress_redcarpet,46,pass,agree
dualuse_emma_watson_black_blazer_armscrossed+dualuse_gal_gadot_blue_dress_redcarpet,47,pass,agree
dualuse_emma_watson_black_blazer_armscrossed+dualuse_gal_gadot_blue_dress_redcarpet,48,pass,agree
dualuse_queen_latifah_gown_stage+dualuse_lp_floral_kimono_set,46,pass,agree
dualuse_queen_latifah_gown_stage+dualuse_lp_floral_kimono_set,47,pass,agree
dualuse_queen_latifah_gown_stage+dualuse_lp_floral_kimono_set,48,pass,agree
dualuse_scarlett_johansson_black_dress_backview_night+g013,46,pass,agree
dualuse_scarlett_johansson_black_dress_backview_night+g013,48,pass,agree
dualuse_scarlett_johansson_black_dress_backview_night+g013,47,pass,agree
g005+g014,46,pass,agree
g005+g014,47,pass,agree
g005+g014,48,pass,agree
g014+g015,46,pass,agree
g014+g015,47,pass,agree
g014+g015,48,pass,agree
p019+p024,46,pass,agree
p023+g009,46,pass,agree
p026+dualuse_lp_beige_long_coat_menswear,46,pass,agree
p026+dualuse_lp_beige_long_coat_menswear,47,pass,agree
p026+dualuse_lp_beige_long_coat_menswear,48,pass,agree
p027+dualuse_lp_floral_kimono_set,46,pass,agree
p027+dualuse_lp_floral_kimono_set,47,pass,agree
p027+dualuse_lp_floral_kimono_set,48,pass,agree
p028+dualuse_lp_navy_quarterzip_knit_LOWRES,46,pass,agree
p028+dualuse_lp_navy_quarterzip_knit_LOWRES,47,pass,agree
g018+g024,47,pass,agree
g018+g024,46,pass,agree
g018+g024,48,pass,agree
p014+p019,47,pass,agree
p014+p019,46,pass,agree
p014+p019,48,pass,agree
p028+p029,47,pass,agree
p028+p029,48,pass,agree
p028+p029,46,pass,fails
dualuse_emma_watson_black_blazer_armscrossed+dualuse_scarlett_johansson_black_dress_backview_night,47,pass,agree
p019+dualuse_lp_plaid_overcoat_brown_suit,47,pass,agree
p028+dualuse_hugh_jackman_grey_suit_outdoor,47,pass,agree
g018+p009,48,pass,agree
p020+p025,48,pass,agree
p010+p023,46,pass,agree
p010+p023,47,pass,fails
p010+p023,48,pass,agree
p025+g012,46,pass,agree
p025+g012,47,pass,agree
p025+g012,48,pass,agree
g030+p005,47,pass,agree
g030+p005,48,pass,agree
g030+p005,46,pass,agree
p005+p028,47,pass,agree
p005+p028,46,pass,agree
p005+p028,48,pass,agree
dualuse_hugh_jackman_grey_suit_outdoor+g009,46,pass,agree
dualuse_hugh_jackman_grey_suit_outdoor+g009,47,pass,agree
dualuse_hugh_jackman_grey_suit_outdoor+g009,48,pass,agree
dualuse_emma_watson_black_blazer_armscrossed+g027,46,pass,agree
dualuse_emma_watson_black_blazer_armscrossed+g027,47,pass,agree
dualuse_emma_watson_black_blazer_armscrossed+g027,48,pass,agree
dualuse_man_black_suit_studio_nonceleb+g011,46,pass,agree
dualuse_woman_top_denim_skirt_nonceleb+g014,46,pass,agree
dualuse_woman_top_denim_skirt_nonceleb+g014,47,pass,agree
dualuse_woman_top_denim_skirt_nonceleb+g014,48,pass,agree
g030+p001,46,pass,agree
g030+p001,48,pass,agree
g030+p001,47,pass,agree
p006+p007,46,pass,agree
p006+p007,47,pass,agree
p006+p007,48,pass,agree
p024+p029,46,pass,agree
p024+p029,47,pass,agree
p024+p029,48,pass,agree
dualuse_lp_navy_quarterzip_knit_LOWRES+g027,47,pass,agree
dualuse_lp_navy_quarterzip_knit_LOWRES+g027,48,pass,agree
dualuse_lp_navy_quarterzip_knit_LOWRES+g027,46,pass,agree
g012+g013,47,pass,agree
g012+g013,46,pass,agree
g012+g013,48,pass,agree
p012+p017,47,pass,fails
p012+p017,46,pass,agree
p012+p017,48,pass,agree
p013+p014,47,pass,agree
p013+p014,48,pass,agree
p013+p014,46,pass,agree
p018+p019,47,pass,agree
p018+p019,46,pass,agree
p018+p019,48,pass,agree
p004+p027,48,pass,agree
p004+p027,46,pass,agree
p004+p027,47,pass,agree
p012+p025,48,pass,agree
p012+p025,46,pass,agree
p012+p025,47,pass,agree
p008+dualuse_emma_watson_black_blazer_armscrossed,48,pass,agree
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_man_black_suit_studio_nonceleb,46,pass,agree
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_man_black_suit_studio_nonceleb,48,pass,agree
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_man_black_suit_studio_nonceleb,47,pass,agree
g011+g012,46,pass,agree
g011+g012,47,pass,agree
g011+g012,48,pass,agree
g018+p001,46,pass,agree
g018+p001,48,pass,agree
g018+p001,47,pass,agree
p001+p014,46,pass,agree
p001+p014,47,pass,agree
p001+p014,48,pass,agree
p006+p029,46,pass,agree
p006+p029,47,pass,agree
p006+p029,48,pass,agree
p016+p017,46,pass,agree
p016+p017,47,pass,agree
p026+g013,46,pass,agree
p026+g013,48,pass,agree
p029+p030,46,pass,agree
p029+p030,47,pass,agree
p029+p030,48,pass,agree
dualuse_zendaya_white_blazer_skirt+g015,47,pass,agree
dualuse_zendaya_white_blazer_skirt+g015,48,pass,agree
dualuse_zendaya_white_blazer_skirt+g015,46,pass,agree
dualuse_emma_watson_black_blazer_armscrossed+g004,46,pass,agree
dualuse_emma_watson_black_blazer_armscrossed+g004,47,pass,agree
dualuse_emma_watson_black_blazer_armscrossed+g004,48,pass,agree
g011+p004,46,pass,agree
g011+p004,47,pass,agree
p014+p027,46,pass,agree
p014+p027,47,pass,agree
p014+p027,48,pass,agree
g013+g014,48,pass,agree
